text,intent
i'd like a athletic jeans budget 100,ask_style
i want shirt retro below 100,ask_style
i need retro coat,ask_product
find me shirt from 70 to 130,ask_product
looking for summer dress about 100 in refined vibe,ask_product
Is there a discount section?,ask_price
pull up running shoes below 150 in dressy vibe,ask_price
i need handbag below 150 in laid back aesthetic,ask_price
find me minimal running shoes,ask_price
What’s the cheapest you have?,ask_price
i need parka ~80,ask_price
looking for edgy dress,ask_price
i'd like sneakers about 80 in athletic vibe,ask_price
how are you,greet
find me laid back dress about 80,greet
looking for retro jeans max 80,greet
can you show handbag ~80,greet
find me summer dress preppy cap at 80,ask_product
recommend edgy trainers,ask_product
looking for shirt approx 80,ask_product
looking for elegant leather shoes,goodbye
looking for ankle boots from 84 to 156,goodbye
find me shoes collegiate about 120,goodbye
i'd like retro coat about 100,goodbye
can you show shirt retro ~100,goodbye
pull up leather shoes under 100 in elegant aesthetic,goodbye
find me skirt around 100 in formal vibe,ask_price
looking for trainers laid back below 100,ask_price
looking for a elegant dress budget 100,ask_price
recommend combat boots classic from 35 to 65,ask_price
recommend coat minimalist about 50,ask_price
find me skirt between 35 and 65,ask_price
looking for shirt less than 50,ask_product
i need retro handbag,ask_product
pull up handbag chic budget 50,ask_product
cheers,goodbye
i need parka below 200 in retro aesthetic,goodbye
looking for retro jeans ~200,goodbye
show me skirt cap at 200 in chic vibe,goodbye
find me preppy coat,ask_product
can you show refined jeans,ask_product
recommend shirt grunge less than 100,ask_product
looking for shirt around 200 in sporty style,ask_product
can you show a retro ankle boots from 140 to 260,ask_product
can you show coat edgy about 200,ask_product
pull up a urban trainers cap at 100,ask_product
find me shirt from 70 to 130 in elegant vibe,ask_product
looking for streetwear parka ~100,ask_product
can you show dressy running shoes approximately 150,ask_price
can you show preppy shirt,ask_price
i need a elegant shirt less than 150,ask_price
recommend edgy combat boots below 150,greet
can you show jeans edgy under 150,greet
can you show tea dress dressy max 150,greet
can you show everyday handbag,greet
recommend overcoat collegiate from 105 to 195,greet
can you show retro combat boots under 150,greet
recommend jeans about 150 in dressy aesthetic,ask_price
find me minimalist handbag,ask_price
show me a smart summer dress less than 150,ask_price
i need trainers from 70 to 130,greet
can you show midi dress grunge approximately 100,greet
find me a classic tea dress less than 100,greet
recommend jeans below 100,goodbye
recommend urban ankle boots,goodbye
looking for collegiate skirt less than 100,goodbye
can you show elegant shirt,ask_style
find me jeans less than 200,ask_style
looking for dress less than 200,ask_style
can you show midi dress cap at 80 in laid back vibe,goodbye
can you show parka minimal max 80,goodbye
find me combat boots below 80,goodbye
find me handbag collegiate less than 200,ask_product
looking for sporty handbag below 200,ask_product
i need clean handbag,ask_product
Got any running shoes?,ask_product
i need elegant parka,ask_product
recommend a grunge leather shoes about 120,ask_product
i need a casual overcoat ~120,ask_product
looking for chic tea dress,ask_price
looking for trainers below 100,ask_price
find me shirt between 70 and 130 in formal style,ask_price
can you show a collegiate skirt about 50,ask_style
looking for running shoes retro in the range of 35 and 65,ask_style
recommend a formal coat from 35 to 65,ask_style
Price range under $80,ask_price
looking for athletic trainers about 80,ask_price
i need a dressy parka less than 80,ask_price
can you show streetwear outerwear budget 80,ask_price
i need a smart ankle boots from 70 to 130,ask_product
i need handbag dressy below 100,ask_product
can you show sneakers less than 100 in retro aesthetic,ask_product
appreciate your help,goodbye
recommend athleisure jeans under 150,goodbye
can you show a retro shirt less than 150,goodbye
i need jeans budget 150 in everyday style,goodbye
i need combat boots from 105 to 195 in collegiate aesthetic,ask_style
i need a minimal handbag below 150,ask_style
i need parka about 150,ask_style
i need a preppy outerwear about 200,goodbye
i need a collegiate outerwear less than 200,goodbye
find me shoes cap at 200,goodbye
find me jacket ~50 in elegant vibe,ask_price
i need leather shoes budget 50,ask_price
looking for outerwear approx 50,ask_price
recommend jeans less than 200 in hype vibe,greet
can you show refined jeans,greet
i need a collegiate boots approx 200,greet
can you show retro ankle boots,ask_product
recommend retro trainers,ask_product
pull up handbag ~80,ask_product
looking for minimal dress about 100,goodbye
recommend combat boots elegant approx 100,goodbye
i'd like casual combat boots budget 100,goodbye
i need vintage jeans,goodbye
show me refined skirt,goodbye
looking for summer dress less than 50,goodbye
recommend shirt edgy about 200,ask_style
can you show smart jacket,ask_style
i need a everyday jacket less than 200,ask_style
find me athleisure combat boots about 120,ask_style
recommend a minimal running shoes max 120,ask_style
find me jeans around 120 in elegant vibe,ask_style
i need shirt cap at 80 in grunge style,ask_product
i need sneakers max 80,ask_product
find me a edgy handbag ~80,ask_product
recommend overcoat casual between 35 and 65,ask_product
can you show a retro skirt about 50,ask_product
can you show collegiate handbag about 50,ask_product
hey,greet
find me edgy coat in the range of 140 and 260,greet
i need parka approximately 200 in grunge style,greet
find me a laid back shirt cap at 200,greet
recommend jeans max 100,ask_price
looking for classic shoes,ask_price
recommend chic jeans budget 100,ask_price
looking for jeans retro budget 50,goodbye
i want summer dress from 35 to 65 in casual aesthetic,goodbye
i need elegant handbag from 35 to 65,goodbye
looking for overcoat elegant from 84 to 156,goodbye
i want a retro parka max 120,goodbye
recommend sporty combat boots,goodbye
recommend sneakers below 50,goodbye
pull up combat boots urban less than 50,goodbye
recommend a hype shirt below 50,goodbye
looking for casual jeans,ask_style
i need athleisure leather shoes about 200,ask_style
looking for a retro skirt about 200,ask_product
can you show dress minimalist cap at 200,ask_product
looking for preppy skirt about 200,ask_product
i want outerwear max 50,ask_style
find me a streetwear outerwear about 50,ask_style
find me jeans clean cap at 50,ask_style
i'd like handbag approx 100 in grunge aesthetic,greet
recommend clean combat boots from 70 to 130,greet
find me a retro skirt below 100,greet
i need skirt cap at 200 in retro vibe,goodbye
recommend a minimalist summer dress less than 200,goodbye
looking for minimalist leather shoes,goodbye
recommend skirt less than 150,goodbye
recommend shoes minimal approximately 150,goodbye
looking for sneakers cap at 150,goodbye
can you show skirt budget 50,goodbye
recommend parka cap at 50,goodbye
find me shirt about 50 in vintage style,goodbye
i need parka elegant cap at 80,ask_product
i need derby shoes urban from 56 to 104,ask_product
recommend retro shirt,ask_product
can you show a retro sneakers from 70 and 130,greet
recommend trainers approximately 100 in classic style,greet
looking for everyday leather shoes about 100,greet
find me a retro sneakers budget 80,ask_price
looking for a minimal running shoes cap at 80,ask_price
find me running shoes everyday cap at 80,ask_price
i want retro outerwear below 80,goodbye
looking for jacket streetwear max 80,goodbye
i need summer dress athletic from 56 to 104,goodbye
i want elegant handbag,goodbye
recommend a retro jeans under 50,goodbye
i need combat boots less than 50 in retro aesthetic,goodbye
looking for formal midi dress from 84 to 156,ask_product
find me handbag approximately 120 in retro vibe,ask_product
looking for skirt ~120 in smart vibe,ask_product
I'm on a budget,ask_price
i need minimalist shoes,ask_price
recommend skirt between 56 and 104,ask_price
i need laid back parka in the range of 56 and 104,ask_price
looking for outerwear retro cap at 50,ask_product
show me parka from 35 to 65 in edgy style,ask_product
show me leather shoes collegiate cap at 50,ask_product
looking for a preppy derby shoes max 80,greet
looking for retro coat,greet
recommend classic skirt approximately 80,greet
recommend athletic trainers,greet
find me a retro sneakers ~150,greet
i need a edgy handbag below 150,greet
i need overcoat less than 80 in smart aesthetic,ask_style
find me skirt below 80 in chic style,ask_style
can you show shirt below 80 in chic style,ask_style
recommend shirt from 56 to 104,ask_product
recommend sporty parka approximately 80,ask_product
looking for a elegant handbag below 80,ask_product
i need jeans from 35 to 65,ask_style
find me skirt everyday about 50,ask_style
can you show everyday shirt less than 50,ask_style
recommend elegant ankle boots approximately 100,ask_product
find me shirt approximately 100,ask_product
recommend minimal tea dress ~100,ask_product
recommend urban sneakers,greet
can you show a vintage handbag approximately 100,greet
recommend minimal running shoes,greet
looking for a elegant leather shoes about 150,ask_product
find me handbag from 105 to 195,ask_product
i need athleisure jeans,ask_product
recommend a formal ankle boots max 80,greet
i need boots max 80 in retro aesthetic,greet
looking for a dressy skirt budget 80,greet
recommend retro jeans,greet
i want chic outerwear,greet
looking for grunge footwear,greet
i want a chic skirt below 50,ask_price
can you show retro footwear,ask_price
recommend a hype running shoes max 50,ask_price
find me a athletic trainers below 150,goodbye
pull up overcoat about 150 in laid back style,goodbye
recommend elegant running shoes from 105 and 195,goodbye
can you show minimalist coat cap at 120,ask_product
looking for grunge sneakers max 120,ask_product
looking for summer dress retro approximately 120,ask_product
looking for skirt edgy less than 80,ask_style
recommend outerwear collegiate in the range of 56 and 104,ask_style
recommend shoes cap at 80 in classic style,ask_style
can you show a classic trainers below 80,ask_price
looking for retro shirt,ask_price
i want a collegiate skirt budget 80,ask_price
looking for shirt collegiate max 100,ask_product
i need formal handbag,ask_product
find me combat boots formal approximately 100,ask_product
recommend skirt collegiate budget 150,ask_product
recommend elegant midi dress,ask_product
i need midi dress less than 150 in elegant vibe,ask_product
pull up a athleisure sneakers less than 150,ask_style
looking for hype shirt,ask_style
looking for shirt elegant below 150,ask_style
recommend minimal footwear about 150,greet
find me preppy shirt,greet
i want parka approximately 150,greet
recommend a classic jeans below 200,ask_price
looking for minimalist derby shoes in the range of 140 and 260,ask_price
recommend parka classic cap at 200,ask_price
looking for a grunge handbag less than 100,ask_price
looking for classic derby shoes budget 100,ask_price
can you show handbag retro approximately 100,ask_price
good morning,greet
can you show combat boots from 140 to 260 in preppy style,greet
looking for skirt max 200 in athleisure style,greet
looking for tea dress vintage cap at 200,greet
recommend shirt max 200,ask_style
can you show a hype skirt below 200,ask_style
looking for overcoat cap at 200,ask_style
can you show shirt budget 200 in elegant style,greet
looking for elegant parka,greet
can you show a retro overcoat about 200,greet
can you show running shoes from 84 to 156 in clean style,ask_style
looking for chic shirt,ask_style
pull up athletic shirt less than 120,ask_style
recommend everyday footwear,ask_style
find me minimalist running shoes approximately 50,ask_style
recommend a classic boots max 50,ask_style
recommend elegant footwear less than 50,ask_product
i need athletic shirt cap at 50,ask_product
looking for streetwear overcoat,ask_product
recommend dressy overcoat approximately 80,ask_product
find me casual skirt,ask_product
find me collegiate jeans budget 80,ask_product
i need edgy leather shoes,ask_product
looking for smart shoes less than 100,ask_product
i need a chic skirt approximately 100,ask_product
can you show parka budget 80,ask_product
can you show footwear from 56 to 104,ask_product
recommend grunge ankle boots approximately 200,ask_product
find me shirt below 200,ask_product
looking for parka less than 200 in refined vibe,ask_product
find me formal shirt budget 200,goodbye
can you show classic ankle boots less than 200,goodbye
i need a urban jeans cap at 200,goodbye
i need jeans less than 50,goodbye
can you show minimalist coat from 35 to 65,goodbye
i want running shoes max 50,goodbye
i need retro skirt around 100,greet
find me shirt below 100,greet
pull up everyday jacket,greet
i need combat boots less than 150 in casual aesthetic,ask_style
looking for a chic outerwear about 150,ask_style
can you show edgy handbag in the range of 105 and 195,ask_style
recommend handbag less than 50 in casual vibe,goodbye
i want vintage coat,goodbye
find me jacket ~50 in elegant style,goodbye
i need skirt approximately 50 in vintage vibe,goodbye
i'd like sneakers max 50,goodbye
find me a athletic jeans below 50,goodbye
looking for chic ankle boots from 70 to 130,greet
can you show footwear about 100,greet
recommend a preppy running shoes ~ 100,greet
find me hype outerwear approx 50,ask_price
looking for refined parka max 50,ask_price
can you show overcoat approximately 50,ask_price
find me smart combat boots approximately 50,greet
can you show shirt below 50,greet
looking for a grunge dress below 50,greet
can you show a elegant combat boots cap at 80,goodbye
can you show shirt minimalist below 80,goodbye
find me handbag formal below 80,goodbye
recommend streetwear trainers from 84 to 156,ask_price
recommend boots below 120 in elegant style,ask_price
looking for preppy ankle boots about 120,ask_price
find me running shoes below 200,ask_style
can you show a athletic midi dress between 140 and 260,ask_style
find me dressy midi dress under 200,ask_style
i need coat about 100,ask_product
show me retro coat,ask_product
pull up elegant outerwear less than 100,ask_product
recommend a athletic shirt max 200,goodbye
find me trainers retro about 200,goodbye
find me jacket budget 200,goodbye
can you show shirt between 140 and 260,ask_price
recommend boots streetwear ~200,ask_price
i need a athletic jeans cap at 200,ask_price
i need shirt from 84 to 156,greet
recommend casual combat boots approximately 120,greet
recommend a sporty ankle boots from 84 to 156,greet
find me shoes edgy about 80,ask_product
can you show tea dress laid back budget 80,ask_product
i need collegiate running shoes cap at 80,ask_product
looking for tea dress preppy between 105 and 195,ask_product
pull up jacket ~ 150,ask_product
find me trainers collegiate less than 150,ask_product
recommend collegiate dress,greet
can you show a edgy sneakers budget 50,greet
can you show laid back summer dress,greet
find me jeans ~ 100 in collegiate style,goodbye
can you show boots laid back cap at 100,goodbye
i need preppy skirt less than 100,goodbye
i want parka elegant approximately 200,ask_price
find me sneakers refined max 200,ask_price
i need elegant sneakers about 200,ask_price
i need parka below 80 in chic style,goodbye
recommend shirt urban ~80,goodbye
recommend a retro trainers below 80,goodbye
i need a everyday shoes below 150,ask_style
find me minimal trainers below 150,ask_style
find me retro parka approximately 150,ask_style
recommend urban outerwear,goodbye
find me jacket approximately 150 in smart aesthetic,goodbye
i need minimal jeans,goodbye
show me coat from 56 to 104,ask_price
can you show hype outerwear about 80,ask_price
i'd like classic shirt under 80,ask_price
pull up shirt ~100 in smart vibe,ask_price
can you show coat ~100,ask_price
can you show skirt elegant between 70 and 130,ask_price
recommend boots budget 120 in classic style,goodbye
i need dressy parka,goodbye
looking for handbag below 120,goodbye
recommend a grunge jeans budget 150,greet
recommend a smart boots cap at 150,greet
i'd like preppy jeans,greet
find me dress retro less than 120,goodbye
recommend retro skirt,goodbye
can you show a smart overcoat from 84 to 156,goodbye
looking for a retro combat boots less than 100,ask_price
i'd like streetwear jeans ~100,ask_price
i want collegiate handbag below 100,ask_price
can you show a minimal skirt max 150,ask_style
i need elegant handbag less than 150,ask_style
recommend summer dress max 150,ask_style
show me refined skirt,ask_price
recommend elegant ankle boots approximately 50,ask_price
can you show edgy shirt about 50,ask_price
recommend clean running shoes,greet
recommend leather shoes elegant ~200,greet
looking for sneakers less than 200,greet
i need jeans hype from 70 to 130,ask_style
pull up midi dress vintage under 100,ask_style
can you show leather shoes from 70 and 130 in clean style,ask_style
find me sneakers in the range of 35 and 65,ask_style
i need jeans less than 50 in refined aesthetic,ask_style
find me a sporty boots less than 50,ask_style
find me clean shoes,goodbye
recommend casual shirt,goodbye
find me combat boots cap at 200 in collegiate aesthetic,goodbye
recommend trainers approx 120 in elegant aesthetic,ask_price
i want handbag below 120,ask_price
i need retro running shoes,ask_price
i need elegant overcoat approximately 100,goodbye
i need running shoes max 100 in minimal aesthetic,goodbye
find me summer dress retro less than 100,goodbye
i need athletic tea dress,greet
recommend hype skirt,greet
i need handbag cap at 100 in vintage aesthetic,greet
i need shirt from 140 to 260 in grunge style,ask_price
can you show overcoat elegant cap at 200,ask_price
i need laid back jeans,ask_price
find me retro trainers,ask_style
can you show boots in the range of 35 and 65 in preppy style,ask_style
recommend retro leather shoes max 50,ask_style
i'd like urban boots less than 50,ask_price
recommend handbag elegant approximately 50,ask_price
looking for a dressy midi dress approximately 50,ask_price
find me jacket ~ 200 in elegant vibe,ask_price
looking for parka ~200,ask_price
recommend a streetwear skirt ~200,ask_price
i want refined footwear approximately 50,greet
find me vintage derby shoes,greet
recommend jeans less than 50 in preppy style,greet
can you show shirt from 70 to 130,goodbye
can you show skirt edgy approximately 100,goodbye
can you show a laid back footwear under 100,goodbye
find me footwear from 56 to 104,ask_price
can you show grunge running shoes ~80,ask_price
i want grunge jacket max 80,ask_price
recommend skirt about 120,ask_price
recommend retro dress,ask_price
recommend parka about 120,ask_price
i need streetwear dress from 35 to 65,ask_price
looking for coat elegant budget 50,ask_price
looking for combat boots retro approximately 50,ask_price
can you show midi dress from 84 and 156,ask_style
recommend vintage running shoes under 120,ask_style
looking for a grunge handbag less than 120,ask_style
can you show minimal overcoat,ask_product
recommend overcoat dressy less than 150,ask_product
recommend smart coat less than 150,ask_product
can you show running shoes about 80,greet
pull up trainers elegant below 80,greet
can you show a elegant skirt max 80,greet
recommend summer dress athletic below 80,ask_style
looking for a edgy handbag less than 80,ask_style
looking for preppy running shoes max 80,ask_style
recommend a hype coat below 120,ask_style
can you show outerwear cap at 120,ask_style
i need classic handbag,ask_style
i'd like a dressy handbag max 80,ask_price
can you show skirt budget 80,ask_price
find me overcoat grunge from 56 to 104,ask_price
can you show footwear less than 120 in elegant aesthetic,greet
recommend a dressy leather shoes between 84 and 156,greet
recommend a formal running shoes cap at 120,greet
recommend skirt from 35 to 65,goodbye
recommend overcoat max 50,goodbye
i need grunge derby shoes,goodbye
looking for leather shoes from 35 to 65 in elegant aesthetic,ask_price
i need elegant running shoes below 50,ask_price
find me parka max 50 in elegant aesthetic,ask_price
i need coat athleisure from 70 and 130,ask_price
i need skirt budget 100 in formal style,ask_price
show me a retro skirt approx 100,ask_price
i need a smart handbag from 35 and 65,goodbye
looking for elegant dress from 35 to 65,goodbye
looking for handbag less than 50,goodbye
looking for everyday tea dress ~200,ask_style
looking for a minimalist derby shoes approximately 200,ask_style
find me collegiate skirt,ask_style
i'd like retro sneakers,ask_style
i'd like boots max 200 in edgy aesthetic,ask_style
i need parka from 140 and 260,ask_style
i need edgy skirt,ask_price
looking for skirt below 200,ask_price
show me casual skirt max 200,ask_price
looking for minimalist midi dress,greet
i need ankle boots below 100,greet
find me edgy handbag,greet
looking for edgy ankle boots ~80,greet
looking for sporty jacket,greet
i need running shoes cap at 80,greet
looking for a minimalist shoes less than 80,ask_price
find me a dressy jeans below 80,ask_price
i want ankle boots everyday budget 80,ask_price
i need dress athleisure approximately 120,ask_style
i want ankle boots from 84 to 156,ask_style
looking for running shoes retro less than 120,ask_style
looking for a laid back jeans from 35 to 65,goodbye
recommend parka elegant approx 50,goodbye
can you show ankle boots from 35 to 65,goodbye
looking for smart coat,goodbye
i need retro handbag max 150,goodbye
looking for parka from 105 to 195 in streetwear vibe,goodbye
looking for trainers between 105 and 195,greet
can you show shoes below 150,greet
find me retro jeans max 150,greet
find me a edgy footwear below 50,goodbye
i need overcoat edgy less than 50,goodbye
recommend formal overcoat less than 50,goodbye
looking for a clean leather shoes ~150,ask_style
recommend refined skirt ~150,ask_style
recommend sporty jeans,ask_style
